용어,초성,설명
"에스크로우(escrow) = 계약이행대행(契約履行代行), 중간수탁(中間受託)",ㅇ,"일반적으로 에스크로우(escrow)란 계약행위의 이행을 위해 서류대행을 해주는 중간수탁자에게 필요 서류를 맡기는 일을 의미하는 것으로 알려져 있다. 즉, 에스크로우는 중개업자나, 변호사, 보험회사 등 거래당사자 이외에 제3자 입장에서 거래대금 수령이나 소유권이전서면의 수령 등 거래관련 수속을 대신 처리해주는 활동을 의미하는 것이다.
2000.1.28 개정된 부동산중개업법 제19조의2에서는 부동산중개업자의 에스크로우 유사업무인 계약금등의 반환채무이행의 보장업무에 관한 사항을 규정하고 있다.
에스크로우(escrow)라는 어원은 고대 프랑스어인 escroue(두루마리)에서 비롯되었다. 매도인이 매수인에게 어떤 부동산을 양도하기로 계약한 경우에, 매도인이 소유권이전에 필요한 문서를 제3자에게 공탁하고, 매수인은 매매대금을 역시 같은 제3자에게 공탁하면, 제3자는 매도인과 매수인이 각자의 의무이행을 여부를 스스로 확인한 다음 매도인에게는 거래대금을, 매수인에게는 소유권이전을 하여주는 것이다. 여기서 말한 제3자가 바로 에스크로우업자이다. 통상 에스크로우업자는 대금과 저당권 채무액 등을 정밀하게 검산하고, 사법서사처럼 스스로 소유권이전등기절차까지 대행한다(김재덕, 부동산경영론, 1984).
에스크로우업자는 하나의 신탁업과 유사한 성격을 갖고, 고객으로부터 받은 금전은 자기의 계정과는 별도의 계정으로 관리해야한다. 이것을 에스크로우계정이라 하며, 중개업자도 같은 규제를 받는 것이 미국의 제도이다. 별도 계정으로 관리되는 고객의 금전에 대하여는 업자가 설혹 압류를 당하는 경우라도 압류를 면한다. 에스크로우업은 부동산의 거래가 단순하지 않고 발전된 사회에서는 필수적인 요청이 되고 있고 사실상으로도 비전문가로서는 복잡한 저당채무액의 계산 등 어려운 과제가 게재되는 것이 선진국가의 현상이다. 이 제도는 미국 캘리포니아주의 민법, 에스크로우면허법, 캘리포니아주 금융법 등에 의해 처음 실시되었다."
역사문화미관지구(歷史文化美觀地區),ㅇ,역사문화미관지구란 都市의 美觀을 유지하기 위하여 필요한 미관지구중 사적지ㆍ전통건축물 등의 미관을 유지ㆍ관리하기 위하여 필요한 지구를 의미한다(도시계획법시행령 제30조제1호).
역삼각형토지(逆三角形土地),ㅇ,"역삼각형토지란 표준지공시지가 산정을 위한 조사시 토지의 형상을 표현하는 용어로서, 삼각형의 토지로 꼭지점 부분이 도로에 접하거나 도로를 향하고 있는 토지나 이와 비슷한 형상의 토지를 의미한다."
연대채무(連帶債務),ㅇ,"연대채무라 함은 채권자가 수인의 채무자 중 그 어느 채무자에 대하여, 또는 동시나 순차적으로 모든 채무자에 대하여 채무의 전부나 일부의 이행을 청구할 수 있는 채무를 말한다.
수인의 채무자는 채권자에 대한 동일한 내용의 급부에 대하여 전부의 급부 의무를 지고, 그 중한 사람의 급부가 채무를 면한다. 각 채무자의 채무가 독립되어 있고 主從의 差이가 없다는 점에서 保證債務와 다르다. 그 점이 보증채무보다도 유력한 담보제도가 되는 원인의 하나이다."
연립주택(聯立住宅),ㅇ,"연립주택이란 공동주택의 한가지로서 주택건설촉진법시행령 제2조에서는 동당 건축연면적이 660제곱미터를 초과하는 4층이하의 주택을 연립주택으로 보고 있다.
통계조사에서는 한 건물 내에 여러 가구가 살 수 있도록 건축되어진 4층 이하의 주택으로서 건축 당시 연립주택으로 허가 받은 주택을 말한다(2～4층의 빌라, 맨션 포함)."
연면적(延面積),ㅇ,"건축법에서 연면적이란 하나의 건축물의 각층의 바닥면적의 합계를 의미한다. 다만, 용적률의 산정에 있어서는 지하층의 면적과 지상층의 주차용(당해 건축물의 부속용도인 경우에 한한다)으로 사용되는 면적은 제외된다(건축법시행령 제119조제1항제4호)."
연부(年賦),ㅇ,채무를 해마다 일정액씩 나누어서 지급하는 변제방법이다. 매매대금의 지급이나 금전대차의 결제에도 쓰인다. 일부변제가 정기적으로 행하여지는 것이지만 정기금채권은 아니며 법문상에 규정도 없다. 연부는 일시에 모두 변제할 수 없는 채무자에게 기한을 유예하기 위하여 행해지지만 부동산 담보의 대부 등에서는 대부의 안전을 도모하기 위하여 원리의 분할상환의 방법이 많이 쓰인다.
연불판매(延拂販賣),ㅇ,"延拂販賣라 함은 특정물건을 새로이 취득하여 거래상대방에게 인도하고, 그 물건의 대금ㆍ이자 등을 일정기간에 걸쳐 정기적으로 분할하여 지급받으며, 그 물건의 所有權 이전시기 기타 조건에 대하여는 當事者간의 약정으로 정하는 판매 방식을 의미한다."
연수교육(硏修敎育),ㅇ,"부동산중개업법에서의 연수교육이란 중개업자 및 중개법인의 임원, 중개보조원, 소속공인중개사를 대상으로 시행된 부동산중개업 관련 소양교육을 의미한다. 중개업허가를 받기 위해서는 신청일부터 3년 이내에 시행한 연수교육을 받아야 하며, 기타의 경우에는 3년에 1회의 교육을 받아야 한다. 부동산중개업법 개정에 의해 1999년 7월 1일부터 폐지되었다."
연안(沿岸),ㅇ,"연안관리법에서의 연안이란 연안해역과 연안육역을 말한다(연안관리법 제2조제1호 내지 제3호).
연안해역(沿岸海域)이라 함은 다음 各目의 地域을 말한다.
  가. 바닷가(만조수위선으로부터 지적공부에 등록된 지역까지의 사이를 말한다)
  나. 만조수위선으로부터 영해의 외측한계까지의 바다
연안육역(沿岸陸域)이라 함은 다음 각목의 지역을 말한다.
  가. 무인도서
  나. 연안해역의 육지쪽 경계선으로부터 500미터(항만법에 의한 지정항만, 어항법에 의한 제1종 어항 및 제3종 어항 또는 산업입지및개발에관한법률에 의한 산업단지의 경우에는 1천미터) 범위안의 육지지역(하천법 제2조제1항제2호의 규정에 의한 하천구역을 제외한다)으로서 제5조의 규정에 의한 연안통합관리계획에서 정한 지역"
연안구역(沿岸區域),ㅇ,"하천부속물 손괴, 하천에의 토사유입이나 홍수범람의 우려가 있는 하천에 인접된 일정한 구역으로서 하천법에 의해 하천관리청이 하천 및 하천부속물을 보전하고 하천으로 인한 피해를 예방하기 위하여 지정한 구역을 의미한다(하천법 제10조제1항).
연안구역안에서 공작물의 신ㆍ개축등의 행위를 하고자 하는자는 원칙적으로 대통령령이 정하는 바에 의하여 관리청의 허가를 받아야 한다(하천법 제40조제1항)."
연안정비사업(沿岸整備事業),ㅇ,"연안정비사업이라 함은 연안에서 시행하는 다음 각목의 사업으로서 제17조제1항의 규정에 의한 연안정비사업실시계획에 따라 시행하는 사업을 말한다(연안관리법 제2조제4호).
  가. 해일, 파랑, 해수 또는 지반의 침식 등으로부터 해안을 보호하고 훼손된 해안을 정비하는 사업
  나. 연안해역의 정화, 폐선의 제거 등 연안해역을 보전 또는 개선하는 사업
  다. 휴식공간을 조성하는 등 연안을 쾌적하게 이용할 수 있도록 하는 사업"
열람(閱覽),ㅇ,일반적으로는 도서나 서류를 조사하는 일. 부동산용어로서는 공부로 조사하는 일. 즉 규정된 절차를 거쳐 공부를 조사하는 일을 말한다.
염전(鹽田),ㅇ,"지적법에서는 바닷물을 끌어들여 소금을 채취하는 토지와 이에 접속된 제염장등 부속시설물의 부지의 지목은 염전으로 한다. 다만, 천일제염방식에 의하지 아니하고 동력에 의하여 바닷물을 끌어들여 소금을 만드는 제조공장시설의 부지를 제외한다(지적법시행령 제5조). 염전은 지적도에서 “염”으로 표기된다."
영리법인(營利法人),ㅇ,"영리법인이란 영리를 목적으로 하는 사단법인을 말한다. 비영리법인에 대응되는 개념이다. 주로 구성원의 사익을 도모하고 법인의 기업이익을 구성원 개인에게 분배하여 경제적 이익을 구성원에게 돌아가게 하는 법인이다. 현행법상 재단법인은 영리를 목적으로 할 수 없으므로 영리법인은 사단법인에 한정되고 상법의 규정이 적용된다. 따라서 영리법인은 상행위 기타 영리를 목적으로 설립한 사단인 회사를 말한다.
비영리법인의 설립에는 허가주의가 취하여지고 있으나, 영리법인의 설립에는 준칙주의를 취한다. 따라서 법정의 절차에 따라 단체가 성립하는 때에는 당연히 영리법인이 성립한다."
영수증(領收證),ㅇ,"채권자가 채무의 변제를 받았다는 것을 증명하기 위하여 채무자에게 교부하는 증서를 말한다. 특별한 형식이 정해져 있는 것이 아니므로 변제를 받은 증거가 되는 증서이면 족하다. 다만 채무를 받았다는 증거이므로 목적물의 표시, 수령하였다는 취지, 수령인(受領人)의 서명날인, 수령일 기재, 상대방의 표시 등을 기재하는 것이 바람직하다.
변제를 한 자는 변제를 수령한 자에게 영수증의 교부를 청구할 수 있으며(민법 제474조), 변제와 영수증의 교부는 동시이행관계에 있다. 영수증의 작성비용은 채권자가 부담한다."
"영업권(營業權, good will)",ㅇ,"상업상의 비결이나 명성, 경영조직 등 오랫동안의 영업에 의해서 얻은 무형적인 이익을 총칭하는 말로 사용된다.
영업을 사람 및 경제적재화의 유기적 전체로 보고, 다수의 권리의무 및 사실관계에서 형성되는 객관적 영업 전체에 대해 1개의 권리로서 영업에 대한 권리 또는 기업권으로서 영업권이 인정된다. 영업권은 단일의 물권 아닌 무체재산권으로서 파악된다.
상인은 영업권에 관하여 영업상의 무형의 이익을 가지고 있고, 그 이익의 침해는 불법행위로 인정되며, 영업권은 독립된 권리로 양도할 수 있다."
예고등기(豫告登記),ㅇ,"예고등기라 함은 등기원인의 무효 또는 취소로 인한 등기의 말소 또는 회복의 소송이 제기된 경우에 이 사실을 제3자에게 경고하기 위하여 소송이 계류중인 법원이 직권으로써 이를 등기소에 촉탁하여 행하게 한 등기를 말한다.
예비등기의 일종이며 분쟁 대상 부동산에 관하여 법률행위를 하려고 하는 제3자를 보호하는 작용을 한다. 소의 제기가 있었다는 사실을 공시함으로써 제3자에게 경고를 준다는 사실상의 효과를 가질 뿐 물권변동의 효력발생과는 관계없는 특수한 등기이다. 또한 소송이 반드시 정당한 이유에 의거하여 제기된다고는 볼 수 없으므로 예고등기가 있더라도 그 소송제기의 이유가 되는 등기원인의 무효나 실효가 진정으로 존재한다는 추정을 주지는 못한다."
예비등기(豫備登記),ㅇ,"예비등기라 함은 물권변동의 효력을 직접 발생하게 하는 것이 아니고, 장래 행하게 될 종국등기에 대비하여 그 권리보전을 하기 위한 등기이다.
종국등기를 해야 할 실질적 또는 형식적 안건이 완비되지 않은 경우 장래 행해야 할 종국등기에 대비하여 기 권리보전을 위한 목적으로도 활용된다. 예비등기만으로는 대항력을 발생하지 못하는 점에서 본등기와 다르다. 예고등기와 가등기 등이 예비등기에 포함된다."
"오수(汚水, domestic wastewater)",ㅇ,"주택의 화장실이나 주방, 목욕탕에서 나오는 생활하수를 통칭하며, 공장에서 나오는 더러운 물을 폐수라고 하는데 대하여 상대적으로 사용되는 말이다. 오수와 우수(빗물)가 합쳐졌을 때 이를 하수라고 하여 오수와 구별하여 사용하고 있다."
오피스텔(Officetel),ㅇ,Office와 Hotel의 합성어로 업무와 숙식을 동시에 할 수 있는 건축물로 업무시설로 분류되어 주택에 포함되지 않는다.
"옥외광고물(屋外廣告物, outdoor ad)",ㅇ,"옥외에 게시된 광고물의 총칭. 매체를 광고탑, 애드사인이나 상점 위에 건 간판에서부터, 전주광고, 애드벌룬 등 다종 다양하다. 건축, 교통, 방재 등과 관계되기 때문에 옥외광고에 관한 법규(옥외광고물등관리법, 건축법, 도로교통단속법)에 의해 규율된다.
옥외광고물등관리법에서 정의하는 옥외광고물이라 함은 상시 또는 일정기간 계속하여 공중에게 표시되어 공중이 자유로이 통행할 수 있는 장소에서 볼 수 있는 것(대통령령이 정하는 교통시설 또는 교통수단에 표시되는 것을 포함한다)으로서 간판ㆍ입간판ㆍ현수막ㆍ벽보ㆍ전단 기타 이와 유사한 것을 말한다(법 제2조제1호)."
